date,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2016-07-25,30,35,26,30.0,32.0,32.0,24.0,23.0,22.0,1004.37,1002.64,1001.84,89.0,74.0,74.0,52.0,39.0,34.0,34.0,36.0,36.0,27.0,27.0,27.0,26.0,24.0,23.0,22.0,20.0,21.0,1006.0,1005.0,1004.0,1000.0,999.0,997.0,0.0,0.0,0.0
2016-07-26,30,35,26,30.0,30.0,32.0,24.0,24.0,23.0,1004.21,1004.37,1002.64,89.0,89.0,74.0,43.0,52.0,39.0,35.0,34.0,36.0,26.0,27.0,27.0,25.0,26.0,24.0,22.0,22.0,20.0,1006.0,1006.0,1005.0,1001.0,1000.0,999.0,0.0,0.0,0.0
2016-07-27,27,30,24,30.0,30.0,30.0,24.0,24.0,24.0,1004.4,1004.21,1004.37,89.0,89.0,89.0,50.0,43.0,52.0,35.0,35.0,34.0,26.0,26.0,27.0,25.0,25.0,26.0,23.0,22.0,22.0,1007.0,1006.0,1006.0,1000.0,1001.0,1000.0,0.0,0.0,0.0
2016-07-28,28,32,24,27.0,30.0,30.0,25.0,24.0,24.0,1005.23,1004.4,1004.21,94.0,89.0,89.0,69.0,50.0,43.0,30.0,35.0,35.0,24.0,26.0,26.0,27.0,25.0,25.0,23.0,23.0,22.0,1007.0,1007.0,1006.0,1002.0,1000.0,1001.0,6.0,0.0,0.0
2016-07-29,27,31,23,28.0,27.0,30.0,25.0,25.0,24.0,1003.98,1005.23,1004.4,100.0,94.0,89.0,66.0,69.0,50.0,32.0,30.0,35.0,24.0,24.0,26.0,26.0,27.0,25.0,24.0,23.0,23.0,1006.0,1007.0,1007.0,1001.0,1002.0,1000.0,36.0,6.0,0.0
2016-07-30,28,32,23,27.0,28.0,27.0,25.0,25.0,25.0,1002.77,1003.98,1005.23,100.0,100.0,94.0,66.0,66.0,69.0,31.0,32.0,30.0,23.0,24.0,24.0,27.0,26.0,27.0,24.0,24.0,23.0,1005.0,1006.0,1007.0,999.0,1001.0,1002.0,21.0,36.0,6.0
2016-07-31,28,33,24,28.0,27.0,28.0,25.0,25.0,25.0,1002.82,1002.77,1003.98,100.0,100.0,100.0,59.0,66.0,66.0,32.0,31.0,32.0,23.0,23.0,24.0,26.0,27.0,26.0,25.0,24.0,24.0,1005.0,1005.0,1006.0,999.0,999.0,1001.0,9.0,21.0,36.0
2016-08-01,28,32,24,28.0,28.0,27.0,26.0,25.0,25.0,1002.3,1002.82,1002.77,100.0,100.0,100.0,55.0,59.0,66.0,33.0,32.0,31.0,24.0,23.0,23.0,26.0,26.0,27.0,24.0,25.0,24.0,1005.0,1005.0,1005.0,999.0,999.0,999.0,0.0,9.0,21.0
2016-08-02,26,27,24,28.0,28.0,28.0,25.0,26.0,25.0,1000.5,1002.3,1002.82,94.0,100.0,100.0,68.0,55.0,59.0,32.0,33.0,32.0,24.0,24.0,23.0,26.0,26.0,26.0,24.0,24.0,25.0,1003.0,1005.0,1005.0,997.0,999.0,999.0,9.0,0.0,9.0
2016-08-03,28,32,23,26.0,28.0,28.0,25.0,25.0,26.0,998.93,1000.5,1002.3,100.0,94.0,100.0,84.0,68.0,55.0,27.0,32.0,33.0,24.0,24.0,24.0,27.0,26.0,26.0,24.0,24.0,24.0,1001.0,1003.0,1005.0,995.0,997.0,999.0,35.0,9.0,0.0
2016-08-04,27,30,24,28.0,26.0,28.0,25.0,25.0,25.0,999.11,998.93,1000.5,100.0,100.0,94.0,57.0,84.0,68.0,32.0,27.0,32.0,23.0,24.0,24.0,28.0,27.0,26.0,24.0,24.0,24.0,1002.0,1001.0,1003.0,995.0,995.0,997.0,16.0,35.0,9.0
2016-08-05,28,32,24,27.0,28.0,26.0,26.0,25.0,25.0,999.88,999.11,998.93,100.0,100.0,100.0,74.0,57.0,84.0,30.0,32.0,27.0,24.0,23.0,24.0,27.0,28.0,27.0,25.0,24.0,24.0,1002.0,1002.0,1001.0,996.0,995.0,995.0,15.0,16.0,35.0
2016-08-06,30,33,26,28.0,27.0,28.0,26.0,26.0,25.0,1000.86,999.88,999.11,94.0,100.0,100.0,65.0,74.0,57.0,32.0,30.0,32.0,24.0,24.0,23.0,27.0,27.0,28.0,25.0,25.0,24.0,1003.0,1002.0,1002.0,996.0,996.0,995.0,0.0,15.0,16.0
2016-08-07,29,33,25,30.0,28.0,27.0,26.0,26.0,26.0,1000.87,1000.86,999.88,89.0,94.0,100.0,38.0,65.0,74.0,33.0,32.0,30.0,26.0,24.0,24.0,27.0,27.0,27.0,16.0,25.0,25.0,1003.0,1003.0,1002.0,997.0,996.0,996.0,0.0,0.0,15.0
2016-08-08,28,31,25,29.0,30.0,28.0,26.0,26.0,26.0,1001.42,1000.87,1000.86,94.0,89.0,94.0,56.0,38.0,65.0,33.0,33.0,32.0,25.0,26.0,24.0,27.0,27.0,27.0,25.0,16.0,25.0,1004.0,1003.0,1003.0,997.0,997.0,996.0,0.0,0.0,0.0
2016-08-09,28,32,24,28.0,29.0,30.0,26.0,26.0,26.0,1001.07,1001.42,1000.87,100.0,94.0,89.0,66.0,56.0,38.0,31.0,33.0,33.0,25.0,25.0,26.0,27.0,27.0,27.0,25.0,25.0,16.0,1003.0,1004.0,1003.0,997.0,997.0,997.0,23.0,0.0,0.0
2016-08-10,26,29,24,28.0,28.0,29.0,26.0,26.0,26.0,999.4,1001.07,1001.42,96.0,100.0,94.0,65.0,66.0,56.0,32.0,31.0,33.0,24.0,25.0,25.0,27.0,27.0,27.0,25.0,25.0,25.0,1002.0,1003.0,1004.0,995.0,997.0,997.0,2.0,23.0,0.0
2016-08-11,25,27,23,26.0,28.0,28.0,25.0,26.0,26.0,1000.64,999.4,1001.07,100.0,96.0,100.0,28.0,65.0,66.0,29.0,32.0,31.0,24.0,24.0,25.0,26.0,27.0,27.0,6.0,25.0,25.0,1003.0,1002.0,1003.0,998.0,995.0,997.0,26.0,2.0,23.0
2016-08-12,26,31,22,25.0,26.0,28.0,25.0,25.0,26.0,1003.11,1000.64,999.4,100.0,100.0,96.0,88.0,28.0,65.0,27.0,29.0,32.0,23.0,24.0,24.0,26.0,26.0,27.0,24.0,6.0,25.0,1006.0,1003.0,1002.0,1000.0,998.0,995.0,5.0,26.0,2.0
2016-08-13,28,32,24,26.0,25.0,26.0,25.0,25.0,25.0,1004.53,1003.11,1000.64,100.0,100.0,100.0,63.0,88.0,28.0,31.0,27.0,29.0,22.0,23.0,24.0,26.0,26.0,26.0,23.0,24.0,6.0,1010.0,1006.0,1003.0,1001.0,1000.0,998.0,0.0,5.0,26.0
2016-08-14,28,32,23,28.0,26.0,25.0,25.0,25.0,25.0,1003.62,1004.53,1003.11,100.0,100.0,100.0,63.0,63.0,88.0,32.0,31.0,27.0,24.0,22.0,23.0,26.0,26.0,26.0,24.0,23.0,24.0,1006.0,1010.0,1006.0,1000.0,1001.0,1000.0,0.0,0.0,5.0
2016-08-15,28,32,24,28.0,28.0,26.0,25.0,25.0,25.0,1003.22,1003.62,1004.53,100.0,100.0,100.0,60.0,63.0,63.0,32.0,32.0,31.0,23.0,24.0,22.0,25.0,26.0,26.0,24.0,24.0,23.0,1005.0,1006.0,1010.0,999.0,1000.0,1001.0,0.0,0.0,0.0
2016-08-16,27,32,22,28.0,28.0,28.0,23.0,25.0,25.0,1002.53,1003.22,1003.62,89.0,100.0,100.0,47.0,60.0,63.0,32.0,32.0,32.0,24.0,23.0,24.0,25.0,25.0,26.0,22.0,24.0,24.0,1004.0,1005.0,1006.0,999.0,999.0,1000.0,0.0,0.0,0.0
2016-08-17,28,32,23,27.0,28.0,28.0,23.0,23.0,25.0,1000.88,1002.53,1003.22,94.0,89.0,100.0,44.0,47.0,60.0,32.0,32.0,32.0,22.0,24.0,23.0,24.0,25.0,25.0,21.0,22.0,24.0,1003.0,1004.0,1005.0,997.0,999.0,999.0,0.0,0.0,0.0
2016-08-18,26,30,23,28.0,27.0,28.0,23.0,23.0,23.0,1001.42,1000.88,1002.53,89.0,94.0,89.0,54.0,44.0,47.0,32.0,32.0,32.0,23.0,22.0,24.0,25.0,24.0,25.0,22.0,21.0,22.0,1004.0,1003.0,1004.0,997.0,997.0,999.0,2.0,0.0,0.0
2016-08-19,28,32,24,26.0,28.0,27.0,24.0,23.0,23.0,1002.27,1001.42,1000.88,94.0,89.0,94.0,69.0,54.0,44.0,30.0,32.0,32.0,23.0,23.0,22.0,25.0,25.0,24.0,22.0,22.0,21.0,1005.0,1004.0,1003.0,999.0,997.0,997.0,2.0,2.0,0.0
2016-08-20,28,30,25,28.0,26.0,28.0,25.0,24.0,23.0,1001.45,1002.27,1001.42,89.0,94.0,89.0,63.0,69.0,54.0,32.0,30.0,32.0,24.0,23.0,23.0,26.0,25.0,25.0,23.0,22.0,22.0,1004.0,1005.0,1004.0,997.0,999.0,997.0,0.2,2.0,2.0
2016-08-21,24,25,22,28.0,28.0,26.0,24.0,25.0,24.0,1000.19,1001.45,1002.27,94.0,89.0,94.0,58.0,63.0,69.0,30.0,32.0,30.0,25.0,24.0,23.0,26.0,26.0,25.0,23.0,23.0,22.0,1002.0,1004.0,1005.0,996.0,997.0,999.0,0.1,0.2,2.0
2016-08-22,26,29,22,24.0,28.0,28.0,23.0,24.0,25.0,1001.04,1000.19,1001.45,100.0,94.0,89.0,78.0,58.0,63.0,25.0,30.0,32.0,22.0,25.0,24.0,24.0,26.0,26.0,22.0,23.0,23.0,1003.0,1002.0,1004.0,998.0,996.0,997.0,0.8,0.1,0.2
2016-08-23,26,29,24,26.0,24.0,28.0,25.0,23.0,24.0,1003.27,1001.04,1000.19,100.0,100.0,94.0,70.0,78.0,58.0,29.0,25.0,30.0,22.0,22.0,25.0,26.0,24.0,26.0,24.0,22.0,23.0,1005.0,1003.0,1002.0,1000.0,998.0,996.0,0.3,0.8,0.1
2016-08-24,26,28,23,26.0,26.0,24.0,25.0,25.0,23.0,1004.14,1003.27,1001.04,100.0,100.0,100.0,61.0,70.0,78.0,29.0,29.0,25.0,24.0,22.0,22.0,26.0,26.0,24.0,23.0,24.0,22.0,1013.0,1005.0,1003.0,1000.0,1000.0,998.0,7.0,0.3,0.8
2016-08-25,27,31,23,26.0,26.0,26.0,25.0,25.0,25.0,1002.41,1004.14,1003.27,100.0,100.0,100.0,81.0,61.0,70.0,28.0,29.0,29.0,23.0,24.0,22.0,26.0,26.0,26.0,24.0,23.0,24.0,1005.0,1013.0,1005.0,999.0,1000.0,1000.0,14.0,7.0,0.3
2016-08-26,31,39,23,27.0,26.0,26.0,25.0,25.0,25.0,1005.87,1002.41,1004.14,100.0,100.0,100.0,60.0,81.0,61.0,31.0,28.0,29.0,23.0,23.0,24.0,26.0,26.0,26.0,23.0,24.0,23.0,1008.0,1005.0,1013.0,1002.0,999.0,1000.0,0.0,14.0,7.0
2016-08-27,28,32,25,31.0,27.0,26.0,24.0,25.0,25.0,1006.63,1005.87,1002.41,94.0,100.0,100.0,36.0,60.0,81.0,39.0,31.0,28.0,23.0,23.0,23.0,26.0,26.0,26.0,23.0,23.0,24.0,1009.0,1008.0,1005.0,1003.0,1002.0,999.0,0.0,0.0,14.0
2016-08-28,26,30,21,28.0,31.0,27.0,25.0,24.0,25.0,1007.15,1006.63,1005.87,94.0,94.0,100.0,57.0,36.0,60.0,32.0,39.0,31.0,25.0,23.0,23.0,27.0,26.0,26.0,23.0,23.0,23.0,1010.0,1009.0,1008.0,1003.0,1003.0,1002.0,0.0,0.0,0.0
2016-08-29,28,33,23,26.0,28.0,31.0,25.0,25.0,24.0,1007.44,1007.15,1006.63,100.0,94.0,94.0,70.0,57.0,36.0,30.0,32.0,39.0,21.0,25.0,23.0,27.0,27.0,26.0,23.0,23.0,23.0,1010.0,1010.0,1009.0,1003.0,1003.0,1003.0,18.0,0.0,0.0
2016-08-30,28,33,24,28.0,26.0,28.0,25.0,25.0,25.0,1005.08,1007.44,1007.15,100.0,100.0,94.0,57.0,70.0,57.0,33.0,30.0,32.0,23.0,21.0,25.0,26.0,27.0,27.0,24.0,23.0,23.0,1007.0,1010.0,1010.0,1000.0,1003.0,1003.0,0.0,18.0,0.0
2016-08-31,30,34,25,28.0,28.0,26.0,25.0,25.0,25.0,1003.73,1005.08,1007.44,100.0,100.0,100.0,70.0,57.0,70.0,33.0,33.0,30.0,24.0,23.0,21.0,27.0,26.0,27.0,24.0,24.0,23.0,1006.0,1007.0,1010.0,1000.0,1000.0,1003.0,4.0,0.0,18.0
2016-09-01,26,30,23,30.0,28.0,28.0,25.0,25.0,25.0,1003.96,1003.73,1005.08,100.0,100.0,100.0,55.0,70.0,57.0,34.0,33.0,33.0,25.0,24.0,23.0,27.0,27.0,26.0,22.0,24.0,24.0,1006.0,1006.0,1007.0,999.0,1000.0,1000.0,8.0,4.0,0.0
2016-09-02,28,33,24,26.0,30.0,28.0,24.0,25.0,25.0,1004.58,1003.96,1003.73,100.0,100.0,100.0,73.0,55.0,70.0,30.0,34.0,33.0,23.0,25.0,24.0,26.0,27.0,27.0,22.0,22.0,24.0,1007.0,1006.0,1006.0,1001.0,999.0,1000.0,0.8,8.0,4.0
2016-09-03,28,33,23,28.0,26.0,30.0,24.0,24.0,25.0,1003.95,1004.58,1003.96,97.0,100.0,100.0,40.0,73.0,55.0,33.0,30.0,34.0,24.0,23.0,25.0,25.0,26.0,27.0,20.0,22.0,22.0,1006.0,1007.0,1006.0,1000.0,1001.0,999.0,0.0,0.8,8.0
2016-09-04,27,32,22,28.0,28.0,26.0,23.0,24.0,24.0,1004.0,1003.95,1004.58,94.0,97.0,100.0,50.0,40.0,73.0,33.0,33.0,30.0,23.0,24.0,23.0,25.0,25.0,26.0,21.0,20.0,22.0,1006.0,1006.0,1007.0,1000.0,1000.0,1001.0,0.0,0.0,0.8
2016-09-05,28,32,23,27.0,28.0,28.0,22.0,23.0,24.0,1006.34,1004.0,1003.95,89.0,94.0,97.0,29.0,50.0,40.0,32.0,33.0,33.0,22.0,23.0,24.0,23.0,25.0,25.0,16.0,21.0,20.0,1009.0,1006.0,1006.0,1003.0,1000.0,1000.0,0.0,0.0,0.0
2016-09-06,28,32,23,28.0,27.0,28.0,21.0,22.0,23.0,1007.0,1006.34,1004.0,89.0,89.0,94.0,45.0,29.0,50.0,32.0,32.0,33.0,23.0,22.0,23.0,22.0,23.0,25.0,20.0,16.0,21.0,1009.0,1009.0,1006.0,1003.0,1003.0,1000.0,0.0,0.0,0.0
2016-09-07,28,33,23,28.0,28.0,27.0,21.0,21.0,22.0,1007.47,1007.0,1006.34,83.0,89.0,89.0,42.0,45.0,29.0,32.0,32.0,32.0,23.0,23.0,22.0,22.0,22.0,23.0,19.0,20.0,16.0,1010.0,1009.0,1009.0,1004.0,1003.0,1003.0,0.0,0.0,0.0
2016-09-08,29,34,24,28.0,28.0,28.0,21.0,21.0,21.0,1006.89,1007.47,1007.0,83.0,83.0,89.0,41.0,42.0,45.0,33.0,32.0,32.0,23.0,23.0,23.0,22.0,22.0,22.0,20.0,19.0,20.0,1009.0,1010.0,1009.0,1003.0,1004.0,1003.0,0.0,0.0,0.0
2016-09-09,28,34,23,29.0,28.0,28.0,21.0,21.0,21.0,1007.97,1006.89,1007.47,83.0,83.0,83.0,41.0,41.0,42.0,34.0,33.0,32.0,24.0,23.0,23.0,22.0,22.0,22.0,21.0,20.0,19.0,1010.0,1009.0,1010.0,1005.0,1003.0,1004.0,0.0,0.0,0.0
2016-09-10,28,34,23,28.0,29.0,28.0,20.0,21.0,21.0,1009.06,1007.97,1006.89,74.0,83.0,83.0,35.0,41.0,41.0,34.0,34.0,33.0,23.0,24.0,23.0,22.0,22.0,22.0,18.0,21.0,20.0,1012.0,1010.0,1009.0,1004.0,1005.0,1003.0,0.0,0.0,0.0
2016-09-11,29,34,24,28.0,28.0,29.0,20.0,20.0,21.0,1008.09,1009.06,1007.97,78.0,74.0,83.0,38.0,35.0,41.0,34.0,34.0,34.0,23.0,23.0,24.0,21.0,22.0,22.0,19.0,18.0,21.0,1011.0,1012.0,1010.0,1004.0,1004.0,1005.0,0.0,0.0,0.0
2016-09-12,28,34,22,29.0,28.0,28.0,20.0,20.0,20.0,1007.07,1008.09,1009.06,74.0,78.0,74.0,37.0,38.0,35.0,34.0,34.0,34.0,24.0,23.0,23.0,21.0,21.0,22.0,19.0,19.0,18.0,1009.0,1011.0,1012.0,1003.0,1004.0,1004.0,0.0,0.0,0.0
2016-09-13,30,35,25,28.0,29.0,28.0,20.0,20.0,20.0,1007.23,1007.07,1008.09,79.0,74.0,78.0,33.0,37.0,38.0,34.0,34.0,34.0,22.0,24.0,23.0,21.0,21.0,21.0,18.0,19.0,19.0,1009.0,1009.0,1011.0,1003.0,1003.0,1004.0,0.0,0.0,0.0
2016-09-14,28,34,23,30.0,28.0,29.0,20.0,20.0,20.0,1008.54,1007.23,1007.07,69.0,79.0,74.0,31.0,33.0,37.0,35.0,34.0,34.0,25.0,22.0,24.0,22.0,21.0,21.0,19.0,18.0,19.0,1011.0,1009.0,1009.0,1004.0,1003.0,1003.0,0.0,0.0,0.0
2016-09-15,30,35,24,28.0,30.0,28.0,21.0,20.0,20.0,1008.51,1008.54,1007.23,82.0,69.0,79.0,38.0,31.0,33.0,34.0,35.0,34.0,23.0,25.0,22.0,23.0,22.0,21.0,19.0,19.0,18.0,1011.0,1011.0,1009.0,1004.0,1004.0,1003.0,0.0,0.0,0.0
2016-09-16,30,36,24,30.0,28.0,30.0,21.0,21.0,20.0,1007.28,1008.51,1008.54,78.0,82.0,69.0,32.0,38.0,31.0,35.0,34.0,35.0,24.0,23.0,25.0,24.0,23.0,22.0,18.0,19.0,19.0,1010.0,1011.0,1011.0,1002.0,1004.0,1004.0,0.0,0.0,0.0
2016-09-17,30,37,22,30.0,30.0,28.0,19.0,21.0,21.0,1006.26,1007.28,1008.51,70.0,78.0,82.0,22.0,32.0,38.0,36.0,35.0,34.0,24.0,24.0,23.0,23.0,24.0,23.0,16.0,18.0,19.0,1010.0,1010.0,1011.0,1001.0,1002.0,1004.0,0.0,0.0,0.0
2016-09-18,30,36,23,30.0,30.0,30.0,19.0,19.0,21.0,1005.32,1006.26,1007.28,73.0,70.0,78.0,20.0,22.0,32.0,37.0,36.0,35.0,22.0,24.0,24.0,22.0,23.0,24.0,14.0,16.0,18.0,1008.0,1010.0,1010.0,1000.0,1001.0,1002.0,0.0,0.0,0.0
2016-09-19,30,37,24,30.0,30.0,30.0,20.0,19.0,19.0,1006.23,1005.32,1006.26,78.0,73.0,70.0,23.0,20.0,22.0,36.0,37.0,36.0,23.0,22.0,24.0,23.0,22.0,23.0,17.0,14.0,16.0,1009.0,1008.0,1010.0,1002.0,1000.0,1001.0,0.0,0.0,0.0
2016-09-20,32,37,26,30.0,30.0,30.0,20.0,20.0,19.0,1005.76,1006.23,1005.32,78.0,78.0,73.0,24.0,23.0,20.0,37.0,36.0,37.0,24.0,23.0,22.0,23.0,23.0,22.0,16.0,17.0,14.0,1008.0,1009.0,1008.0,1001.0,1002.0,1000.0,0.0,0.0,0.0
2016-09-21,32,38,26,32.0,30.0,30.0,20.0,20.0,20.0,1004.84,1005.76,1006.23,79.0,78.0,78.0,17.0,24.0,23.0,37.0,37.0,36.0,26.0,24.0,23.0,24.0,23.0,23.0,10.0,16.0,17.0,1007.0,1008.0,1009.0,999.0,1001.0,1002.0,0.0,0.0,0.0
2016-09-22,30,36,24,32.0,32.0,30.0,20.0,20.0,20.0,1006.52,1004.84,1005.76,66.0,79.0,78.0,20.0,17.0,24.0,38.0,37.0,37.0,26.0,26.0,24.0,23.0,24.0,23.0,16.0,10.0,16.0,1009.0,1007.0,1008.0,1001.0,999.0,1001.0,0.0,0.0,0.0
2016-09-23,28,34,22,30.0,32.0,32.0,22.0,20.0,20.0,1008.43,1006.52,1004.84,78.0,66.0,79.0,33.0,20.0,17.0,36.0,38.0,37.0,24.0,26.0,26.0,24.0,23.0,24.0,18.0,16.0,10.0,1011.0,1009.0,1007.0,1001.0,1001.0,999.0,0.0,0.0,0.0
2016-09-24,26,34,19,28.0,30.0,32.0,21.0,22.0,20.0,1006.43,1008.43,1006.52,83.0,78.0,66.0,36.0,33.0,20.0,34.0,36.0,38.0,22.0,24.0,26.0,23.0,24.0,23.0,18.0,18.0,16.0,1009.0,1011.0,1009.0,1001.0,1001.0,1001.0,57.0,0.0,0.0
2016-09-25,28,33,22,26.0,28.0,30.0,21.0,21.0,22.0,1005.24,1006.43,1008.43,94.0,83.0,78.0,46.0,36.0,33.0,34.0,34.0,36.0,19.0,22.0,24.0,25.0,23.0,24.0,17.0,18.0,18.0,1008.0,1009.0,1011.0,1001.0,1001.0,1001.0,0.0,57.0,0.0
2016-09-26,28,34,22,28.0,26.0,28.0,22.0,21.0,21.0,1006.38,1005.24,1006.43,89.0,94.0,83.0,38.0,46.0,36.0,33.0,34.0,34.0,22.0,19.0,22.0,23.0,25.0,23.0,18.0,17.0,18.0,1009.0,1008.0,1009.0,1002.0,1001.0,1001.0,0.0,0.0,57.0
2016-09-27,30,36,23,28.0,28.0,26.0,21.0,22.0,21.0,1007.69,1006.38,1005.24,83.0,89.0,94.0,34.0,38.0,46.0,34.0,33.0,34.0,22.0,22.0,19.0,23.0,23.0,25.0,19.0,18.0,17.0,1010.0,1009.0,1008.0,1004.0,1002.0,1001.0,0.0,0.0,0.0
2016-09-28,30,36,25,30.0,28.0,28.0,20.0,21.0,22.0,1008.02,1007.69,1006.38,83.0,83.0,89.0,25.0,34.0,38.0,36.0,34.0,33.0,23.0,22.0,22.0,23.0,23.0,23.0,16.0,19.0,18.0,1011.0,1010.0,1009.0,1003.0,1004.0,1002.0,0.0,0.0,0.0
2016-09-29,30,36,24,30.0,30.0,28.0,18.0,20.0,21.0,1006.98,1008.02,1007.69,74.0,83.0,83.0,22.0,25.0,34.0,36.0,36.0,34.0,25.0,23.0,22.0,22.0,23.0,23.0,14.0,16.0,19.0,1010.0,1011.0,1010.0,1002.0,1003.0,1004.0,0.0,0.0,0.0
2016-09-30,30,35,24,30.0,30.0,30.0,18.0,18.0,20.0,1006.79,1006.98,1008.02,66.0,74.0,83.0,17.0,22.0,25.0,36.0,36.0,36.0,24.0,25.0,23.0,21.0,22.0,23.0,7.0,14.0,16.0,1009.0,1010.0,1011.0,1002.0,1002.0,1003.0,0.0,0.0,0.0
2016-10-01,30,35,25,30.0,30.0,30.0,20.0,18.0,18.0,1007.09,1006.79,1006.98,78.0,66.0,74.0,4.0,17.0,22.0,35.0,36.0,36.0,24.0,24.0,25.0,22.0,21.0,22.0,-22.0,7.0,14.0,1009.0,1009.0,1010.0,1002.0,1002.0,1002.0,0.0,0.0,0.0
2016-10-02,31,36,26,30.0,30.0,30.0,22.0,20.0,18.0,1008.35,1007.09,1006.79,74.0,78.0,66.0,34.0,4.0,17.0,35.0,35.0,36.0,25.0,24.0,24.0,23.0,22.0,21.0,21.0,-22.0,7.0,1011.0,1009.0,1009.0,1004.0,1002.0,1002.0,0.0,0.0,0.0
2016-10-03,31,36,26,31.0,30.0,30.0,23.0,22.0,20.0,1010.0,1008.35,1007.09,79.0,74.0,78.0,42.0,34.0,4.0,36.0,35.0,35.0,26.0,25.0,24.0,24.0,23.0,22.0,21.0,21.0,-22.0,1013.0,1011.0,1009.0,1005.0,1004.0,1002.0,0.0,0.0,0.0
2016-10-04,30,36,25,31.0,31.0,30.0,23.0,23.0,22.0,1008.69,1010.0,1008.35,84.0,79.0,74.0,35.0,42.0,34.0,36.0,36.0,35.0,26.0,26.0,25.0,26.0,24.0,23.0,21.0,21.0,21.0,1012.0,1013.0,1011.0,1003.0,1005.0,1004.0,2.0,0.0,0.0
2016-10-05,27,31,23,30.0,31.0,31.0,22.0,23.0,23.0,1006.96,1008.69,1010.0,83.0,84.0,79.0,32.0,35.0,42.0,36.0,36.0,36.0,25.0,26.0,26.0,24.0,26.0,24.0,20.0,21.0,21.0,1009.0,1012.0,1013.0,1002.0,1003.0,1005.0,0.0,2.0,0.0
2016-10-06,26,31,22,27.0,30.0,31.0,23.0,22.0,23.0,1006.93,1006.96,1008.69,100.0,83.0,84.0,47.0,32.0,35.0,31.0,36.0,36.0,23.0,25.0,26.0,24.0,24.0,26.0,21.0,20.0,21.0,1009.0,1009.0,1012.0,1000.0,1002.0,1003.0,13.0,0.0,2.0
2016-10-07,28,34,22,26.0,27.0,30.0,24.0,23.0,22.0,1008.74,1006.93,1006.96,100.0,100.0,83.0,58.0,47.0,32.0,31.0,31.0,36.0,22.0,23.0,25.0,25.0,24.0,24.0,21.0,21.0,20.0,1011.0,1009.0,1009.0,1006.0,1000.0,1002.0,0.9,13.0,0.0
2016-10-08,28,35,22,28.0,26.0,27.0,23.0,24.0,23.0,1009.2,1008.74,1006.93,100.0,100.0,100.0,40.0,58.0,47.0,34.0,31.0,31.0,22.0,22.0,23.0,26.0,25.0,24.0,20.0,21.0,21.0,1012.0,1011.0,1009.0,1003.0,1006.0,1000.0,0.0,0.9,13.0
2016-10-09,30,35,24,28.0,28.0,26.0,20.0,23.0,24.0,1008.78,1009.2,1008.74,94.0,100.0,100.0,21.0,40.0,58.0,35.0,34.0,31.0,22.0,22.0,22.0,25.0,26.0,25.0,14.0,20.0,21.0,1012.0,1012.0,1011.0,1004.0,1003.0,1006.0,0.0,0.0,0.9
2016-10-10,28,34,22,30.0,28.0,28.0,17.0,20.0,23.0,1007.68,1008.78,1009.2,74.0,94.0,100.0,21.0,21.0,40.0,35.0,35.0,34.0,24.0,22.0,22.0,22.0,25.0,26.0,9.0,14.0,20.0,1011.0,1012.0,1012.0,1003.0,1004.0,1003.0,0.0,0.0,0.0
2016-10-11,28,35,21,28.0,30.0,28.0,16.0,17.0,20.0,1008.31,1007.68,1008.78,69.0,74.0,94.0,27.0,21.0,21.0,34.0,35.0,35.0,22.0,24.0,22.0,20.0,22.0,25.0,10.0,9.0,14.0,1011.0,1011.0,1012.0,1004.0,1003.0,1004.0,0.0,0.0,0.0
2016-10-12,28,34,22,28.0,28.0,30.0,14.0,16.0,17.0,1008.88,1008.31,1007.68,73.0,69.0,74.0,13.0,27.0,21.0,35.0,34.0,35.0,21.0,22.0,24.0,20.0,20.0,22.0,6.0,10.0,9.0,1011.0,1011.0,1011.0,1005.0,1004.0,1003.0,0.0,0.0,0.0
2016-10-13,28,34,22,28.0,28.0,28.0,11.0,14.0,16.0,1008.9,1008.88,1008.31,57.0,73.0,69.0,11.0,13.0,27.0,34.0,35.0,34.0,22.0,21.0,22.0,17.0,20.0,20.0,5.0,6.0,10.0,1011.0,1011.0,1011.0,1005.0,1005.0,1004.0,0.0,0.0,0.0
2016-10-14,28,34,23,28.0,28.0,28.0,13.0,11.0,14.0,1010.86,1008.9,1008.88,57.0,57.0,73.0,18.0,11.0,13.0,34.0,34.0,35.0,22.0,22.0,21.0,17.0,17.0,20.0,8.0,5.0,6.0,1014.0,1011.0,1011.0,1007.0,1005.0,1005.0,0.0,0.0,0.0
2016-10-15,28,35,20,28.0,28.0,28.0,12.0,13.0,11.0,1011.36,1010.86,1008.9,48.0,57.0,57.0,15.0,18.0,11.0,34.0,34.0,34.0,23.0,22.0,22.0,15.0,17.0,17.0,9.0,8.0,5.0,1014.0,1014.0,1011.0,1000.0,1007.0,1005.0,0.0,0.0,0.0
